OBJECTID,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,COLOUR_1,COLOUR_2,CONSIS_DRY,CONSIS_MST,CONSIS_PLS,CONSIS_WET,MOTTLE_FRQ,MOTTLE_SZE,ROOT_FREQ,ROOT_LOCTN,ROOT_ORIEN,ROOT_THICK,S_PRM_GRAD,S_PRM_KIND,S_PRM_MOD,S_PRM_SIZE,S_SEC_GRAD,S_SEC_KIND,S_SEC_MOD,S_SEC_SIZE,SALINITY,EFFERVESC
7821,3661,2,17,32,100yr2010," "," ",Friable,Plastic," "," "," ",Few," ",Vertical,"Very fine","Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," ",Moderate
7822,3661,3,32,54,100yr3020," "," ",Friable,Plastic," "," "," ","Very few"," ",Vertical,"Very fine",None,Cloddy," "," "," "," "," "," "," ",Strong
7823,3661,4,54,78,100yr5040,100yr5060," ",Friable,Plastic," "," "," "," "," "," "," ",None,Cloddy," "," "," "," "," "," "," ",Strong
7824,3661,5,78,95,100yr5030,100yr5060," "," ",Slightly,Slightly," "," "," "," "," "," ",None,Cloddy," "," "," "," "," "," "," ",Strong
7825,3662,1,0,14,100yr2515,100yr3515,Soft,"Very friable",Nonplastic," "," "," ",Few," ",Vertical,"Very fine","Weak to moderate",Granular," ",Fine," "," "," "," "," ",Weak
7826,3662,2,14,22,100yr2515," "," ","Very friable",Nonplastic," "," "," ",Few," ",Vertical,"Very fine","Weak to moderate",Granular," ",Fine," "," "," "," "," "," "
7827,3662,3,22,30,100yr3525," "," ","Very friable",Nonplastic," "," "," ",Few," ",Vertical,"Very fine",Weak,Granular," ",Fine," "," "," "," "," ",Moderate
7828,3662,4,30,54,100yr5040," "," ","Very friable",Nonplastic," "," "," ","Very few"," ",Vertical,"Very fine","Very weak",Granular," ",Fine," "," "," "," "," ",Strong
7829,3662,5,54,72,100yr4550," "," ","Very friable",Nonplastic," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
7830,3662,6,72,98,100yr4550," "," ","Very friable",Nonplastic," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
7831,3663,1,0,15,100yr3020,100yr4515,Soft,Friable,Plastic," "," "," ","Very few"," ",Vertical,"Very fine",Moderate,Granular," ","Fine to medium"," "," "," "," "," ",Moderate
7832,3663,2,15,32,100yr4030,100yr3515," ",Friable,Plastic," "," "," ","Very few"," ",Vertical,"Very fine","Weak to moderate",Granular,Stratified,Fine," "," "," "," "," ",Moderate
7833,3663,3,32,39,100yr2010," "," ",Friable,Plastic," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," ",Moderate
7834,3663,4,39,61,100yr3530," "," ",Friable,Plastic," ",Common,Medium," "," "," "," ","Weak to moderate",Granular," ",Fine," "," "," "," "," ",Moderate
7835,3663,5,61,74,100yr5520," "," ",Friable,Slightly," ",Common,Medium," "," "," "," ",Weak,Platy,Stratified,Fine," "," "," "," "," ",Moderate
7836,3663,6,74,85,100yr4015," "," ",Friable,Plastic," ",Common,Medium," "," "," "," ",Weak,Granular,Stratified,Fine," "," "," "," "," ",Moderate
7837,3663,7,85,98,100yr2010," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ","Weak to moderate","Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7838,3664,1,0,15,100yr2515,100yr4010,"Slightly hard",Friable,"Very plastic"," "," "," ",Common," ",Vertical,"Very fine","Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," ",Moderate
7839,3664,2,15,30,100yr3025," "," ",Firm,"Very plastic"," ",Common,Medium,Common," ",Vertical,"Very fine","Weak to moderate",Granular," ",Fine," "," "," "," "," ",Moderate
7840,3664,3,30,48,100yr2010," "," ",Firm,"Very plastic"," "," "," ",Few," ",Vertical,"Very fine","Weak to moderate",Granular," ",Fine," "," "," "," "," ",Moderate
7841,3664,4,48,70,100yr2515," "," ",Firm,"Very plastic"," "," "," ",Few," ",Vertical,"Very fine",Moderate,Prismatic," "," "," "," "," "," "," ",Weak
7842,3664,5,70,86,100yr2015," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ","Very weak","Angular blocky"," ",Fine," "," "," "," "," "," "
7843,3664,6,86,102,100yr2515," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ","Very weak","Angular blocky"," ",Fine," "," "," "," "," "," "
7844,3665,1,0,14,100yr2010,100yr2510,Hard,Firm,"Very plastic"," "," "," ",Few," ",Vertical,"Very fine",Weak,Granular," ",Fine," "," "," "," "," ",Weak
7845,3665,2,14,26,100yr2010," "," ",Firm,"Very plastic"," "," "," ",Few," ",Vertical,"Very fine",None,Cloddy," "," "," "," "," "," "," ",Weak
7846,3665,3,26,33,"025y 3020"," "," ",Firm,"Very plastic"," ",Few,Medium,"Very few"," ",Vertical,"Very fine",None,Massive," "," "," "," "," "," "," ",Moderate
7847,3665,4,33,64,"025y 3520"," "," ",Firm,"Very plastic"," ",Common,Medium," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
7848,3665,5,64,78,"025y 4520"," "," ",Firm,"Very plastic"," ",Common,Medium," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
7849,3665,6,78,100,"025y 5020"," "," ",Firm,"Very plastic"," ",Many,Coarse," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
7850,3666,1,0,14,100yr2510,100yr4015,"Slightly hard",Friable,Plastic," "," "," ",Few," ",Vertical,"Very fine","Very weak",Granular," ","Fine to medium","Weak to moderate"," "," "," "," "," "
7851,3666,2,14,25,100yr2510," "," ",Friable,Plastic," "," "," ",Few," ",Vertical,"Very fine","Weak to moderate",Platy," ",Fine," "," "," "," "," "," "
7852,3666,3,25,32,100yr3025," "," ",Friable,Plastic," "," "," ",Few," ",Vertical,"Very fine","Very weak",Platy," ",Fine," "," "," "," "," "," "
7853,3666,4,32,58,100yr3040," "," ",Firm,"Very plastic"," "," "," ","Very few"," ",Vertical,"Very fine","Weak to moderate",Prismatic," ",Fine," "," "," "," "," "," "
7854,3666,5,58,70,100yr3035," "," ",Friable,Plastic," "," "," "," "," "," "," ",Weak,"Angular blocky"," "," "," "," "," "," "," ","Very weak"
7855,3666,6,70,85,100yr3020," "," ",Friable,Plastic," ",Common,Medium," "," "," "," ","Very weak","Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7856,3666,7,85,105,100yr3520," "," ",Friable,Plastic," ",Common,Medium," "," "," "," "," ","Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7857,3667,1,0,20,100yr2010,100yr2515,Loose,"Very friable",Nonplastic," "," "," ",Many," ",Random,Fine,Weak,Granular," ",Fine," "," "," "," "," ",Weak
7858,3667,2,20,27,100yr2010," "," ","Very friable",Nonplastic," "," "," ",Common," ",Vertical,Fine,Weak,Granular," ","Fine to medium"," "," "," "," "," ",Weak
7859,3667,3,27,36,"025y 3020"," "," ","Very friable",Nonplastic," ",Common,Medium,Common," ",Vertical,Fine,"Very weak",Granular," ","Fine to medium"," "," "," "," "," ",Weak
7860,3667,4,36,60,"050y 5510"," "," ",Loose,Nonplastic," ",Many,Coarse,Few," ",Vertical,"Very fine",None,"Single grained"," "," "," "," "," "," "," ",Weak
7861,3667,5,60,78,"050y 5515"," "," ",Loose,Nonplastic," ",Common,Medium,Few," ",Vertical,"Very fine",None,"Single grained"," "," "," "," "," "," "," ",Weak
7862,3667,6,78,100,"050y 5010",050gy5010," ",Firm,"Very plastic"," ",Common,Medium,"Very few"," ",Vertical,"Very fine",None,Massive," "," "," "," "," "," "," ",Weak
7863,3670,1,0,20,100yr2010,100yr3520,Soft,"Very friable",Slightly," "," "," ",Common," ",Vertical,Fine,"Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," "," "
7864,3670,2,20,38,100yr2525," "," ","Very friable",Slightly," "," "," ",Common," ",Vertical,Fine,Weak,Granular," ",Fine," "," "," "," "," "," "
7865,3670,3,38,57,100yr2015," "," ","Very friable",Slightly," "," "," ",Few," ",Vertical,Fine,"Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," "," "
7866,3670,4,57,82,100yr2525," "," ","Very friable",Slightly," "," "," ",Few," ",Vertical,Fine,Weak,Granular," ",Fine," "," "," "," "," "," "
7867,3670,5,82,91,100yr4540," "," ","Very friable",Slightly," "," "," ",Few," ",Vertical,Fine,"Very weak",Granular," ",Fine," "," "," "," "," "," "
7868,3670,6,91,94,100yr5030," "," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
7869,3670,7,94,105,100yr3535," "," ",Friable,Slightly," "," "," "," "," "," "," ","Very weak",Granular," ",Fine," "," "," "," "," ",Moderate
7870,3671,1,0,20,100yr2010,100yr2510,Soft,"Very friable",Nonplastic," "," "," ",Few," ",Random,Fine,"Weak to moderate",Granular," ",Fine," "," "," "," "," "," "
7871,3671,2,20,38,100yr2010," "," ","Very friable",Nonplastic," "," "," ",Common," ",Vertical,"Very fine",Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
7872,3671,3,38,60,100yr3030," "," ","Very friable",Nonplastic," "," "," ",Few," ",Vertical,"Very fine","Very weak",Granular," ",Fine," "," "," "," "," "," "
7873,3671,4,60,78,100yr3540," "," ","Very friable",Nonplastic," "," "," "," "," "," "," ","Very weak",Granular," ",Fine," "," "," "," "," "," "
7874,3671,5,78,93,100yr4535," "," ",Friable,Plastic," "," "," "," "," "," "," ",Weak,Prismatic," ",Fine," "," "," "," "," ",Weak
7875,3671,6,93,105,100yr5535,100yr8010," ",Firm,Plastic," "," "," "," "," "," "," ","Weak to moderate","Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7876,3671,7,105,125,"025y 6030","025y 6530"," ","Very firm","Very plastic"," ",Few,Fine," "," "," "," ",None," "," "," "," "," "," "," "," ",Moderate
7877,3672,1,0,25,100yr2010,100yr2010,Soft,"Very friable",Slightly," "," "," ",Common," ",Random,"Very fine",Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
7878,3672,2,25,46,100yr2525,100yr3025,Soft,"Very friable",Slightly," "," "," ",Common," ",Vertical,"Very fine","Weak to moderate",Prismatic," ",Fine," "," "," "," "," "," "
7879,3672,3,46,58,100yr4030,100yr4525,Soft,"Very friable",Slightly," "," "," ",Few," ",Vertical,"Very fine","Weak to moderate",Granular," ",Fine," "," "," "," "," ",Moderate
7880,3672,4,58,78,"025y 5520","025y 7020"," ",Friable,Plastic," ",Many,Medium,Common," ",Vertical,"Very fine",None," "," "," "," "," "," "," "," ",Strong
7881,3672,5,78,105,"025y 5020"," "," ",Friable,Plastic," ",Many,Medium,"Very few"," ",Vertical,"Very fine",None," "," "," "," "," "," "," "," ",Strong
7882,3672,6,105,130,"050y 6010"," "," ",Friable,Plastic," ",Many,Medium,"Very few"," ",Vertical,"Very fine",None," "," "," "," "," "," "," "," ",Strong
7883,3673,1,0,16,100yr2010,100yr2510,"Slightly hard",Friable,Plastic," "," "," ",Common," ",Vertical,Fine,Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
7884,3673,2,16,38,100yr2010," "," ",Friable,Plastic," "," "," ",Common," ",Vertical,Fine,Moderate,Granular," ","Fine to medium"," "," "," "," "," ","Very weak"
7885,3673,3,38,52,"025y 4020"," "," ",Friable,Plastic," "," "," ",Few," ",Vertical,"Very fine","Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," ",Moderate
7886,3673,4,52,72,"025y 5520"," "," ",Friable,Plastic," ",Common,Medium,Few," ",Vertical,"Very fine",None,Massive," "," "," "," "," "," "," ",Strong
7887,3673,5,72,100,"025y 6030"," "," ",Friable,Plastic," ",Common,Medium,"Very few"," ",Vertical,"Very fine",None,Massive," "," "," "," "," "," "," ",Strong
7888,3675,1,0,21,100yr3020,100yr5010,Soft,"Very friable"," "," "," "," "," "," "," "," ",Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
7889,3675,2,21,29,100yr4525," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,Platy," ","Very fine to fine"," "," "," "," "," "," "
7890,3675,3,29,42,100yr3530," "," ",Friable,Slightly," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
7891,3675,4,42,48,100yr4030," "," ",Friable,Plastic," "," "," "," "," "," "," ",Moderate,"Angular blocky"," ",Fine," "," "," "," "," "," "
7892,3675,5,48,58,100yr2020,100yr4040," ",Firm,"Very plastic"," "," "," "," "," "," "," ","Moderate to strong","Angular blocky"," ",Fine," "," "," "," "," "," "
7893,3675,6,58,78,100yr5550," "," ",Friable,Plastic," "," "," "," "," "," "," ","Weak to moderate","Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7894,3675,7,78,100,100yr5550," "," ",Friable,Slightly," "," "," "," "," "," "," ","Very weak","Sub-angular blocky"," ",Fine," "," "," "," "," ",Strong
7895,3677,1,0,9,100yr2010," ","Slightly hard",Friable,Plastic," "," "," "," "," "," "," ",Moderate," "," ",Fine," "," "," "," "," "," "
7896,3677,2,9,24,100yr2010," "," ",Friable,"Very plastic"," "," "," "," "," "," "," ",Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
7897,3677,3,24,42,100yr2525," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ","Weak to moderate",Prismatic," ",Fine," "," "," "," "," "," "
7898,3677,4,42,65,100yr3030," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ","Weak to moderate","Angular blocky"," ",Fine," "," "," "," "," ",Weak
7899,3677,5,65,78,"025y 4020"," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ","Weak to moderate",Columnar," ",Fine," "," "," "," "," ",Weak
7900,3677,6,78,95,"025y 3530"," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ",Weak,Columnar," ",Fine," "," "," "," "," ",Moderate
7901,3677,7,95,110,100yr3025," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ",Weak,"Angular blocky"," ",Fine," "," "," "," "," ",Weak
7902,3678,1,0,13,100yr2010," ",Soft,Friable,Slightly," "," "," ",Few," ",Random,"Very fine","Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," "," "
7903,3678,2,13,29,100yr2010," "," ",Friable,Slightly," "," "," ",Few," ",Horizontal,"Very fine","Weak to moderate","Angular blocky"," ",Fine," "," "," "," "," "," "
7904,3678,3,29,47,100yr2520," "," ","Very friable",Slightly," "," "," ",Few," ",Horizontal,"Very fine","Weak to moderate",Prismatic," ",Fine," "," "," "," "," "," "
7905,3678,4,47,62,100yr2525," "," ","Very friable",Slightly," "," "," ","Very few"," ",Horizontal,"Very fine",Weak,Prismatic," ",Fine," "," "," "," "," "," "
7906,3678,5,62,71,100yr3540," "," ","Very friable",Nonplastic," "," "," "," "," "," "," ",Weak,Granular," ","Very fine to fine"," "," "," "," "," ",Weak
7907,3678,6,71,86,100yr5035," "," ","Very friable",Nonplastic," ",Few,Fine," "," "," "," ","Very weak",Granular," ","Very fine to fine"," "," "," "," "," ",Strong
7908,3678,7,86,100,100yr4540," "," ",Friable,Slightly," ",Common,Fine," "," "," "," ","Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," ",Moderate
7909,3678,8,100,120,"025y 3520"," "," ",Friable,Plastic," ",Common,Fine," "," "," "," ","Weak to moderate","Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7910,3679,1,0,16,100yr2010,100yr3010," ","Very friable"," "," "," "," "," "," "," "," ","Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," "," "
7911,3679,2,16,43,100yr2010," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,"Angular blocky"," ","Fine to medium"," "," "," "," "," "," "
7912,3679,3,43,77,100yr4020," "," ","Very friable"," "," "," "," "," "," "," "," ","Very weak","Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7913,3679,4,77,102,100yr6060," "," ","Very friable"," "," ",Few,Fine," "," "," "," ","Very weak","Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7914,3679,5,102,120,"025y 4040","025y 4020"," ",Firm,Plastic," ",Few,Fine," "," "," "," ",Moderate,"Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7915,3682,1,0,15,100yr2015,100yr2510," "," "," "," "," "," ",Common," ",Random,"Very fine",Weak,Granular," ",Fine," "," "," "," "," "," "
7916,3682,2,15,46,100yr2015,100yr2510," "," "," "," "," "," ",Common," ",Vertical,"Very fine",Weak,Granular," ",Fine," "," "," "," "," "," "
7917,3682,3,46,67,100yr3030," "," "," "," "," "," "," ",Few," ",Vertical,"Very fine","Very weak",Granular," ",Fine," "," "," "," "," "," "
7918,3682,4,67,79,100yr3535," "," "," "," "," "," "," ",Few," ",Vertical,"Very fine","Very weak",Granular," ",Fine," "," "," "," "," "," "
7919,3682,5,79,99,100yr5030," "," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ","Very weak"
7920,3682,6,99,120,"025y 5550"," "," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
7921,3682,7,120,135,"025y 5040"," "," "," "," "," ",Common,Medium," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
7922,3683,1,0,18,100yr2520,100yr4510," "," "," "," "," "," ",Common," ",Vertical,Fine,"Very weak",Granular," ","Very fine to fine"," "," "," "," "," "," "
7923,3683,2,18,60,075yr3530," "," "," "," "," "," "," ",Common," ",Vertical,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
7924,3683,3,60,74,075yr3530," "," "," "," "," "," "," ",Common," ",Vertical,Fine,None,"Single grained"," "," "," "," "," "," "," "," "
7925,3683,4,74,96,100yr4030," "," "," "," "," "," "," ",Few," ",Vertical,"Very fine",Moderate,Prismatic," ",Fine," "," "," "," "," "," "
7926,3683,5,96,110,075yr4560," "," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
7927,3683,6,110,120,075yr3540," "," "," "," "," "," "," "," "," "," "," ","Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," "," "
7928,3683,7,120,130,100yr6030," "," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
7929,3684,1,0,16,100yr3015,100yr4015,Soft,"Very friable",Slightly," "," "," "," "," "," "," ","Weak to moderate",Granular," ",Fine," "," "," "," "," "," "
7930,3684,2,16,22,100yr4015,100yr7520," ","Very friable",Slightly," ",Common,Medium," "," "," "," ",Moderate,Platy," ","Very fine to fine"," "," "," "," "," "," "
7931,3684,3,22,26,100yr4030," "," ",Friable,Plastic," ",Common,Fine," "," "," "," ",Moderate,"Angular blocky"," ",Fine," "," "," "," "," "," "
7932,3684,4,26,48,100yr2520,100yr4530," ",Firm,"Very plastic"," "," "," "," "," "," "," ",Strong,"Angular blocky"," ","Fine to medium"," "," "," "," "," "," "
7933,3684,5,48,64,100yr4540," "," ",Friable,Plastic," "," "," "," "," "," "," ",Weak,"Angular blocky"," ",Fine," "," "," "," "," ",Moderate
7934,3684,6,64,90,"025y 6030",100yr7515," ","Very friable",Slightly," "," "," "," "," "," "," ","Weak to moderate",Granular," ",Fine," "," "," "," "," ",Strong
7935,3684,7,90,105,"025y 4020"," "," ",Friable,Plastic," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
7936,3685,1,0,16,100yr2010,100yr3010,"Slightly hard",Friable,Slightly," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
7937,3685,2,16,26,100yr2010," "," ",Friable,Slightly," "," "," "," "," "," "," "," ","Sub-angular blocky"," ",Fine," "," "," "," "," "," "
7938,3685,3,26,44,100yr3530," "," ",Friable,Plastic," "," "," "," "," "," "," ","Weak to moderate",Prismatic," ",Fine," "," "," "," "," "," "
7939,3685,4,44,58,100yr4025," "," ",Friable,Plastic," "," "," "," "," "," "," ",Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," ",Weak
7940,3685,5,58,82,100yr6030,100yr7025," ",Friable,Plastic," "," "," "," "," "," "," ","Weak to moderate",Platy,Pseudo,"Fine to medium"," "," "," "," "," ",Strong
7941,3685,6,82,100,100yr4530," "," ",Friable,Plastic," "," "," "," "," "," "," ",Moderate,Platy,Pseudo,"Fine to medium"," "," "," "," "," ",Moderate
7942,3686,1,3,0,100yr2010," "," ","Very friable"," "," "," "," ",Common," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
7943,3686,2,0,13,100yr2010," "," ",Friable,Slightly," "," "," ",Common," ",Random,Fine,"Weak to moderate",Granular," ",Fine," "," "," "," "," "," "
7944,3686,3,13,24,100yr3015," "," ",Friable,Slightly," "," "," ",Few," ",Vertical,Fine,"Weak to moderate",Granular," ",Fine," "," "," "," "," "," "
7945,3686,4,24,55,100yr3530," "," ",Friable,Plastic," ",Common,Medium,Few," ",Vertical,"Very fine",Weak,Prismatic," ",Fine," "," "," "," "," "," "
7946,3686,5,55,65,"025y 4030"," "," ",Friable,Plastic," ",Common,Medium,"Very few"," ",Vertical,"Very fine",Weak,Granular," ",Fine," "," "," "," "," ",Weak
7947,3686,6,65,76,"025y 4530","025y 8020"," ",Friable,Plastic," ",Common,Medium,"Very few"," ",Vertical,"Very fine",Weak,Granular," ",Fine," "," "," "," "," ",Strong
7948,3686,7,76,90,"025y 3020","050y 4010"," ","Very firm",Nonplastic," ",Many,Medium," "," "," "," ",Strong,Platy,Bedded,"Fine to medium"," "," "," "," "," ",Moderate
7949,3687,1,0,17,100yr2010,100yr4010,Soft,Friable,Slightly," "," "," ",Few," ",Random,Fine,None,Cloddy," "," "," "," "," "," "," "," "
7950,3687,2,17,40,100yr3010,100yr4510," ",Friable,Slightly," "," "," ",Few," ",Vertical,"Very fine","Weak to moderate",Granular," ",Fine," "," "," "," "," "," "
7951,3687,3,40,55,100yr3020," "," ",Friable,Plastic," "," "," ",Few," ",Vertical,"Very fine",Moderate,Granular," ",Medium," "," "," "," "," "," "
7952,3687,4,55,84,100yr3040," "," ",Friable,Plastic," "," "," ","Very few"," ",Vertical,"Very fine","Weak to moderate","Sub-angular blocky"," ",Fine," "," "," "," "," "," "
7953,3687,5,84,99,100yr4535," "," ",Friable,Plastic," "," "," "," "," "," "," ","Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," "," "
7954,3687,6,99,120,"025y 4530","005y 4010"," ",Friable,Plastic," "," "," "," "," "," "," ","Weak to moderate",Granular," ","Fine to medium"," "," "," "," "," ",Moderate
7955,3688,1,0,15,100yr2010," ","Slightly hard",Friable,Plastic," "," "," ",Few," ",Random,"Very fine"," ",Cloddy," "," "," "," "," "," "," "," "
7956,3688,2,15,30,100yr2010," "," ",Friable,Plastic," "," "," ",Few," ",Vertical,"Very fine"," ",Cloddy," "," "," "," "," "," "," "," "
7957,3688,3,30,44,100yr2520," "," ",Friable,Plastic," ",Few,Medium,Few," ",Vertical,"Very fine",Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
7958,3688,4,44,65,"025y 4040"," "," ",Friable,Plastic," ",Few,Medium,"Very few"," ",Vertical,"Very fine","Weak to moderate",Granular," ",Fine," "," "," "," "," ",Weak
7959,3688,5,65,90,"025y 6030"," "," ",Friable,Plastic," ",Common,Medium," "," "," "," ",Weak,Granular," ","Fine to medium"," "," "," "," "," ",Strong
7960,3688,6,90,110,"025y 5040"," "," ",Friable,Plastic," ",Common,Medium," "," "," "," ","Very weak",Granular," ","Fine to medium"," "," "," "," "," ",Strong
7961,3689,1,0,15,100yr2010," "," ",Friable,Plastic," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
7962,3689,2,15,35,100yr2010," "," ",Friable,Plastic," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
7963,3689,3,35,48,100yr3030," "," ",Friable,Plastic," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
7964,3689,4,48,72,100yr4030," "," ",Firm,Plastic," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weak
7965,3689,5,72,93,100yr5030," "," ",Firm,Plastic," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Strong
7966,3689,6,93,110,"025y 5040","025y 4510"," ",Firm,Plastic," ",Few,Medium," "," "," "," "," "," "," "," "," "," "," "," "," ",Moderate
7967,3690,1,0,7,100yr2010,100yr2510,"Very hard"," ","Very plastic"," "," "," "," "," "," "," ",None,Cloddy," "," "," "," "," "," "," "," "
7968,3690,2,7,15,100yr2010," "," ",Firm,"Very plastic"," "," "," ",Common," ",Vertical,Fine,None,Massive," "," "," "," "," "," "," "," "
7969,3690,3,15,34,100yr2010," "," ",Firm,"Very plastic"," "," "," ",Common,Exped,Vertical,Fine,None,Massive," "," "," "," "," "," ",Weakly,Weak
7970,3690,4,34,58,100yr2010," "," ",Friable,"Very plastic"," "," "," ",Few,Exped,Vertical,"Very fine",Moderate,Granular," ",Medium," "," "," "," ",Strong,Moderate
7971,3690,5,58,72,"025y 4020"," "," ",Friable,Plastic," "," "," "," "," "," "," ",Weak,"Angular blocky"," ",Fine," "," "," "," ",Strong,Strong
7972,3690,6,72,95,100yr5080," "," ",Friable,Plastic," ",Many,Medium," "," "," "," ","Very weak","Angular blocky"," ",Fine," "," "," "," ",Strong,Moderate
7973,3693,1,0,14,100yr2010,100yr2010,Hard,Firm,"Very plastic"," "," "," "," "," "," "," ","Moderate to strong",Granular," ","Medium to coarse"," "," "," "," "," "," "
7974,3693,2,14,25,100yr2010," "," ","Very firm","Very plastic"," "," "," "," "," "," "," ","Moderate to strong",Columnar," ",Medium," "," "," "," "," "," "
7975,3693,3,25,37,"025y 3020"," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ",Weak,Prismatic," ",Medium," ",Massive," "," "," ",Weak
7976,3693,4,37,48,"025y 4020"," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," ",Weakly," "
7977,3693,5,48,70,"050y 4025"," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
7978,3693,6,70,95,"050y 5040"," "," ",Firm,"Very plastic"," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," ","Moderately saline",Strong
7979,3693,7,95,115,"050y 2010"," "," "," ",Nonplastic," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
7980,3693,8,115,150,"025y 5040"," "," "," ",Nonplastic," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
7981,3693,9,150,160,"050y 6020"," "," "," ","Very plastic"," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
7982,3694,1,0,16,100yr2010,100yr4010,"Slightly hard",Friable,Plastic," "," "," "," "," "," "," ","Weak to moderate",Granular," ",Fine," "," "," "," "," "," "
7983,3694,2,16,25,100yr2520," "," ",Friable,Plastic," "," "," "," "," "," "," ",Moderate,Granular," ","Fine to medium"," "," "," "," "," "," "
7984,3694,3,25,33,"025y 3020"," "," ",Friable,Plastic," ",Few,Fine," "," "," "," ",Weak,"Angular blocky"," ",Fine," "," "," "," "," ",Weak
7985,3694,4,33,50,"025y 6020"," "," ",Friable,Plastic," ",Many,Medium," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Strong
7986,3694,5,50,85,"025y 6520"," "," ",Friable,Plastic," ",Many,Medium," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
7987,3694,6,85,105,"025y 6520"," "," ",Friable,Plastic," ",Many,Medium," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
7988,3695,1,2,0,075yr3520," "," "," "," "," "," "," ",Common," ",Random,Fine," "," "," "," "," "," "," "," "," "," "
